text,label,events,predictions,prob_conclusion,prob_premise,prediction_label
"A law that confers a discretion is not in itself inconsistent with this requirement, provided that the scope of the discretion and the manner of its exercise are indicated with sufficient clarity, having regard to the legitimate aim in question, to give the individual adequate protection against arbitrary interference (see, for instance, the Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A no. 316-B, pp. 71-72, para. 37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp. 496-97, para. 31).",premise,"['that fer discretion', 'scope be indicate clarity', ' have regard', ' to give protection', ' see judgment', ' see instance']",1,0.028323548,0.9716764,Premise
"It is observed that, in refusing a certificate for distribution of the applicant’s video on the basis that it infringed a provision of the criminal law of blasphemy, the British Board of Film Classification acted within its powers under section 4 (1) of the 1984 Act (see paragraph 24 above).",premise,"['it be observe ', ' refuse certificate', ' refuse basis', 'it infringe provision', 'board act power', 'board act section', ' see paragraph']",1,0.02832549,0.9716745,Premise
The Court recognises that the offence of blasphemy cannot by its very nature lend itself to precise legal definition.,premise,"['court recognise ', 'offence can not lend itself', 'offence can not lend definition']",1,0.028334418,0.9716656,Premise
"National authorities must therefore be afforded a degree of flexibility in assessing whether the facts of a particular case fall within the accepted definition of the offence (see, mutatis mutandis, the Tolstoy Miloslavsky judgment cited above at paragraph 40, p. 73, para. 41).",conclusion,"['authority must be afford degree', 'fact fall definition', ' cite .']",1,0.037458204,0.9625418,Premise
"In his submission, the expression ""rights of others"" in the present context only refers to an actual, positive right not to be offended.",premise,['right refer number'],1,0.028333498,0.9716665,Premise
It does not include a hypothetical right held by some Christians to avoid disturbance at the prospect of other people’s viewing the video work without being shocked.,premise,"['it do number ', ' include right', ' hold christians', ' to avoid disturbance', 'people view work']",1,0.028345952,0.97165406,Premise
"The applicant contested the Government’s assertion that his video work was refused a certificate for distribution in order to ""protect the right of citizens not to be offended in their religious feelings"".",conclusion,"['company test assertion', 'work be refuse certificate', ' to protect right', ' to be offend feeling']",1,0.028318344,0.9716816,Premise
"Whether or not there was a real need for protection against exposure to the film in question is a matter which must be addressed below when assessing the ""necessity"" of the interference.",premise,"['there be need', 'which must be address ', ' assess necessity']",1,0.19364408,0.80635595,Premise
It is true that the English law of blasphemy only extends to the Christian faith.,premise,['law extend faith'],1,0.028335297,0.9716647,Premise
"Indeed the anomaly of this state of affairs in a multidenominational society was recognised by the Divisional Court in R. v. Chief Metropolitan Stipendiary Magistrate, ex parte Choudhury [1991] 1 All England Law Reports 306 at 317 (see paragraph 28 above).",premise,"['anomaly be recognise court', 'anomaly be recognise magistrate', ' see paragraph']",1,0.028329197,0.9716708,Premise
"However, it is not for the European Court to rule in abstracto as to the compatibility of domestic law with the Convention.",premise,['court to rule abstracto'],1,0.028343238,0.97165674,Premise
The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,premise,['law protect belief'],1,0.028343188,0.97165686,Premise
The uncontested fact that the law of blasphemy does not treat on an equal footing the different religions practised in the United Kingdom does not detract from the legitimacy of the aim pursued in the present context.,premise,"['law do treat religion', 'law do treat footing', ' practise kingdom', 'fact do detract legitimacy', ' pursue text']",1,0.028318558,0.97168136,Premise
The refusal to grant a certificate for the distribution of Visions of Ecstasy consequently had a legitimate aim under Article 10 para. 2 (art. 10-2).,conclusion,"[' to grant certificate', 'refusal have aim', 'refusal have para']",1,0.028334811,0.9716652,Premise
The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,premise,['law protect belief'],1,0.028343188,0.97165686,Premise
"(see, for example, the Klass and Others v. Germany judgment of 6 September 1978, Series A no. 28, p. 18, para. 33).",conclusion,"[' see judgment', ' see example']",1,0.02836,0.97164,Premise
The Court recalls that freedom of expression constitutes one of the essential foundations of a democratic society.,premise,"['court recall ', 'company stitute one']",1,0.028370585,0.9716294,Premise
"As paragraph 2 of Article 10 (art. 10-2) expressly recognises, however, the exercise of that freedom carries with it duties and responsibilities.",premise,"['10 recognise ', 'exercise carry duty', 'exercise carry it']",1,0.028342267,0.97165775,Premise
"Amongst them, in the context of religious beliefs, may legitimately be included a duty to avoid as far as possible an expression that is, in regard to objects of veneration, gratuitously offensive to others and profanatory (see the Otto-Preminger-Institut judgment cited above at paragraph 46, pp. 18-19, paras. 47 and 49).",premise,"[' see judgment', ' cite paragraph', ' cite .']",1,0.028356275,0.9716437,Premise
"No restriction on freedom of expression, whether in the context of religious beliefs or in any other, can be compatible with Article 10 (art. 10) unless it satisfies, inter alia, the test of necessity as required by the second paragraph of that Article (art. 10-2).",conclusion,"['it satisfy test', ' require paragraph']",1,0.02835891,0.9716411,Premise
"indeed, the overriding social need was to allow it to be distributed.",premise,['it to be distribute '],1,0.028385075,0.9716149,Premise
"Furthermore, since adequate protection was already provided by a panoply of laws - concerning, inter alia, obscenity, public order and disturbances to places of religious worship - blasphemy laws, which are incompatible with the European idea of freedom of expression, were also superfluous in practice.",premise,['protection be provide panoply'],1,0.028345874,0.9716542,Premise
"In any event, the complete prohibition of a video work that contained no obscenity, no pornography and no element of vilification of Christ was disproportionate to the aim pursued.",premise,['company taine obscenity'],1,0.028390812,0.97160923,Premise
"According to the applicant, there was no ""pressing social need"" to ban a video work on the uncertain assumption that it would breach the law of blasphemy;",conclusion,"[' accord applicant', 'there be need', ' to ban work', ' to ban assumption', 'it would breach law']",1,0.0283212,0.9716788,Premise
This view was reached by both the Board of Film Classification and the Video Appeals Committee following a careful consideration of the arguments in defence of his work presented by the applicant in the course of two sets of proceedings.,premise,"['view be reach board', 'view be reach sideration', ' follow sideration', ' present applicant', ' present company']",1,0.02832736,0.9716726,Premise
"Moreover, it was open to the applicant to challenge the decision of the Appeals Committee in proceedings for judicial review (see paragraph 30 above).",premise,"[' to challenge decision', ' to challenge proceeding', ' see paragraph']",1,0.028348545,0.97165143,Premise
"Bearing in mind the safeguard of the high threshold of profanation embodied in the definition of the offence of blasphemy under English law as well as the State’s margin of appreciation in this area (see paragraph 58 above), the reasons given to justify the measures taken can be considered as both relevant and sufficient for the purposes of Article 10 para. 2 (art. 10-2).",conclusion,"[' bear safeguard', ' bear mind', ' embody definition', ' see paragraph', ' to justify measure', 'reason can be sidere purpose']",1,0.028322458,0.97167754,Premise
"Furthermore, having viewed the film for itself, the Court is satisfied that the decisions by the national authorities cannot be said to be arbitrary or excessive.",premise,"[' having view film', ' having view itself', 'decision can be not say ']",1,0.02830997,0.97169006,Premise
"It was submitted by both the applicant and the Delegate of the Commission that a short experimental video work would reach a smaller audience than a major feature film, such as the one at issue in the Otto-Preminger-Institut case (cited above at paragraph 46).",premise,"['it be submit applicant', 'work would reach audience', ' cite paragraph']",1,0.02833053,0.97166944,Premise
The risk that any Christian would unwittingly view the video was therefore substantially reduced and so was the need to impose restrictions on its distribution.,conclusion,"['christian would view video', 'risk be reduce ', ' to impose restriction', ' to impose distribution']",1,0.028333012,0.971667,Premise
"Furthermore, this risk could have been reduced further by restricting the distribution of the film to licensed sex shops (see paragraph 23 above).",premise,"['ld have be reduce ', ' restrict distribution', ' see paragraph']",1,0.028325792,0.9716742,Premise
"Since the film would have been dispensed in video boxes which would have included a description of its content, only consenting adults would ever have been confronted with it.",premise,"['film would have be dispense box', 'which would have include description', 'adult would have be front it']",1,0.028306663,0.97169334,Premise
"The Court notes, however, that it is in the nature of video works that once they become available on the market they can, in practice, be copied, lent, rented, sold and viewed in different homes, thereby easily escaping any form of control by the authorities.",premise,"['number e ', 'they become ', 'they can be ie ', 'they lend ', ' view home', ' escape form']",1,0.028330412,0.97166955,Premise
"In these circumstances, it was not unreasonable for the national authorities, bearing in mind the development of the video industry in the United Kingdom (see paragraph 22 above), to consider that the film could have reached a public to whom it would have caused offence.",premise,"[' bear development', ' bear mind', 'authority see paragraph', 'ld have reach public', 'it would have cause offence']",1,0.028321309,0.9716787,Premise
The use of a box including a warning as to the film’s content (see paragraph 62 above) would have had only limited efficiency given the varied forms of transmission of video works mentioned above.,premise,"[' include warning', 'use see paragraph', ' would have have efficiency', ' would have have form', ' give form']",1,0.028301891,0.97169816,Premise
"In any event, here too the national authorities are in a better position than the European Court to make an assessment as to the likely impact of such a video, taking into account the difficulties in protecting the public.",premise,"[' to make assessment', ' take difficulty', ' take account', ' protect public']",1,0.028329052,0.9716709,Premise
It is true that the measures taken by the authorities amounted to a complete ban on the film’s distribution.,premise,"[' take authority', 'measure amount ban']",1,0.028380336,0.9716197,Premise
"However, this was an understandable consequence of the opinion of the competent authorities that the distribution of the video would infringe the criminal law and of the refusal of the applicant to amend or cut out the objectionable sequences (see paragraph 13 above).",premise,"['distribution would infringe law', ' cut sequence', ' see paragraph']",1,0.028329087,0.9716709,Premise
Having reached the conclusion that they did as to the blasphemous content of the film it cannot be said that the authorities overstepped their margin of appreciation.,conclusion,"[' having reach clusion', 'they do ', 'it can be not say ', 'authority overstep margin']",1,0.028304677,0.97169536,Premise
"However, the fact remains that there is as yet not sufficient common ground in the legal and social orders of the member States of the Council of Europe to conclude that a system whereby a State can impose restrictions on the propagation of material on the basis that it is blasphemous is, in itself, unnecessary in a democratic society and thus incompatible with the Convention",premise,"['fact remain ', 'there be ground', 'state can impose restriction', 'state can impose basis']",1,0.02833045,0.97166955,Premise
In this regard the scope of the offence of blasphemy and the safeguards inherent in the legislation are especially important.,premise,[],1,0.19529927,0.8047008,Premise
It is against this background that the asserted justification under Article 10 para. 2 (art. 10-2) in the decisions of the national authorities must be considered.,premise,['10 must be sidere '],0,0.9901714,0.009828687,Conclusion
"Bearing in mind the safeguard of the high threshold of profanation embodied in the definition of the offence of blasphemy under English law as well as the State’s margin of appreciation in this area (see paragraph 58 above), the reasons given to justify the measures taken can be considered as both relevant and sufficient for the purposes of Article 10 para. 2 (art. 10-2).",premise,"[' bear safeguard', ' bear mind', ' embody definition', ' see paragraph', ' to justify measure', 'reason can be sidere purpose']",1,0.028322458,0.97167754,Premise
The risk that any Christian would unwittingly view the video was therefore substantially reduced and so was the need to impose restrictions on its distribution.,premise,"['christian would view video', 'risk be reduce ', ' to impose restriction', ' to impose distribution']",1,0.028333012,0.971667,Premise
Having reached the conclusion that they did as to the blasphemous content of the film it cannot be said that the authorities overstepped their margin of appreciation.,premise,"[' having reach clusion', 'they do ', 'it can be not say ', 'authority overstep margin']",1,0.028304677,0.97169536,Premise
Against this background the national authorities were entitled to consider that the impugned measure was justified as being necessary in a democratic society within the meaning of paragraph 2 of Article 10 (Art. 10-2). There has therefore been no violation of Article 10 of the Convention (Art. 10).,conclusion,"['authority be entitle ', 'measure be justify ']",1,0.028334824,0.9716652,Premise
"Admittedly, it is regrettable that the protection afforded by this legislation does not apply to other religions, for such a limitation makes no sense in 1996 now that we have the United Nations and UNESCO instruments on tolerance.",premise,"[' afford legislation', 'protection do apply religion', 'limitation make sense', 'limitation make number']",1,0.02832775,0.9716723,Premise
"However, the European Convention on Human Rights does not, on the one hand, prohibit legislation of this type, which is found in a number of member States, and, on the other hand, it leaves scope for review under Article 14 (art. 14).",premise,"['convention do number hand', ' prohibit legislation', 'which be find number', 'it leave scope', 'it leave art']",1,0.028313221,0.9716868,Premise
In the present case no complaint had been made to the European Court under that Article (art. 14).,premise,"['plaint have be make court', 'plaint have be make art']",1,0.028326416,0.9716736,Premise
The Court had to decide the case under Article 10 (art. 10).,conclusion,"['court have ', ' to decide case', ' to decide art']",1,0.028322486,0.97167754,Premise
"instead of St Teresa’s ecstasies, what had been in issue had been a video showing, for example, the anti-clerical Voltaire having sexual relations with some prince or king.",premise,"[' show example', 'voltaire have relation', 'voltaire have prince']",1,0.028298482,0.97170156,Premise
The decision not to grant a certificate might possibly have been justifiable and justified if,conclusion,[' to grant certificate'],1,0.02833846,0.97166157,Premise
"What I have written on that subject, with four other judges, in the case of Observer and Guardian v. the United Kingdom applies not only to the press, but also, mutatis mutandis, to other forms of expression, including video works.",premise,"['i have write subject', 'i have write judge', 'kingdom apply number', 'kingdom apply press', 'kingdom apply form', ' include work']",1,0.02832037,0.97167957,Premise
"Judgment of 26 November 1991, Series A no. 216, p. 46",premise,[],1,0.19529927,0.8047008,Premise
"This was a pure case of prior restraint, a form of interference which is, in my view, unacceptable in the field of freedom of expression.",conclusion,[],1,0.19529927,0.8047008,Premise
Section 7 of the Video Recordings Act 1984,premise,[],1,0.19529927,0.8047008,Premise
"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary.",premise,"[' decide authority', 'anything need justification', 'anything must number ']",1,0.0351908,0.96480924,Premise
"It must, if contested, be subject to judicial review, and it must not have the effect of preventing the courts from deciding, as the case may be, whether the work concerned deserves, or does not deserve, any sanction under existing law.",premise,"['it must have effect', ' prevent rts', 'work deserve ', 'company deserve ', 'number do deserve sanction']",1,0.028288439,0.9717116,Premise
"Under the system established by the Video Recordings Act 1984 the British Board of Film Classification and the Video Appeals Committee may determine that certain video works are not suitable for being classified in any of its three categories , and they can thus ban them absolutely ab initio.",conclusion,"[' establish act', 'board may determine ', ' be classify any', 'they can ban they']",1,0.028338289,0.9716617,Premise
This was indeed what actually happened in respect of the piece in issue in the present case.,premise,['what happen respect'],1,0.02854213,0.9714579,Premise
It certainly goes too far. 4.,premise,['it go '],1,0.19071975,0.8092802,Premise
"To the extent that the criminal law of blasphemy might have been infringed by the applicant, I would observe that the necessity of such laws is very much open to question.",premise,"['law might have be infringe applicant', 'i would observe ']",1,0.028351702,0.9716483,Premise
"I would rather join Mr Patten’s remark that for the faithful ""the strength of their own belief is the best armour against mockers and blasphemers"" .",conclusion,['i would join pattens'],1,0.1907655,0.8092345,Premise
"I am unable to agree with the conclusion of the majority that the interference with the applicant’s right to freedom of expression was ""necessary in a democratic society"".",premise,[' to agree clusion'],1,0.028389888,0.9716101,Premise
The British Board of Film Classification and the five-member panel of the VAC took the view that the applicant would commit an offence of blasphemy if his video work Visions of Ecstasy were to be distributed (see paragraph 20 of the judgment).,premise,"['board take view', 'applicant would company ', ' see paragraph']",1,0.028325435,0.9716745,Premise
In cases of prior restraint (censorship) there is interference by the authorities with freedom of expression even though the members of the society whose feelings they seek to protect have not called for such interference.,premise,"['there be interference', 'they seek ', 'member have call interference']",1,0.028316455,0.9716835,Premise
The interference is based on the opinion of the authorities that they understand correctly the feelings they claim to protect.,premise,"['interference be base opinion', 'they understand feeling', 'they claim ']",1,0.028337069,0.97166294,Premise
The actual opinion of believers remains unknown.,premise,['opinion remain '],1,0.028786786,0.97121316,Premise
"I think that this is why we cannot conclude that the interference corresponded to a ""pressing social need"".",conclusion,"['i think ', 'we can not clude ', 'company respond need']",1,0.02829157,0.9717084,Premise
"The law of blasphemy only protects the Christian religion and, more specifically, the established Church of England (see paragraph 28 of the judgment).",premise,"['law protect religion', ' see paragraph']",1,0.028354738,0.97164524,Premise
The aim of the interference was therefore to protect the Christian faith alone and not other beliefs.,conclusion,[' to protect faith'],1,0.02851368,0.9714864,Premise
"As the Court has consistently held, the guarantees enshrined in Article 10 (art. 10) apply not only to information or ideas that are favourably received or regarded as inoffensive, but also to those that shock or disturb.",premise,"['court have hold ', ' enshrine art', ' apply number', ' apply information', 'that be receive ', 'that regard ', 'that shock ', 'that disturb ']",1,0.028314644,0.97168535,Premise
Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.,premise,"['impression be veye image', 'which may shock ', 'which disturb feeling']",1,0.028306808,0.9716932,Premise
"In my view, the makers of the film in issue did not exceed the reasonable limit beyond which it can be said that objects of religious veneration have been reviled or ridiculed.",conclusion,"['maker do exceed limit', 'it can be say ', 'object have be revile ', 'object ridicule ']",1,0.028337736,0.9716622,Premise
"since it was based on a discriminatory law, limited to the protection of Christians, and specifically, those of the Anglican faith.",premise,"['it be base law', ' limit protection']",1,0.02834966,0.9716503,Premise
In any event - the applicant further submitted - the restriction on the film’s distribution could not pursue a legitimate aim,conclusion,"['applicant submit ', 'restriction pursue aim']",1,0.028341139,0.9716589,Premise
"The Government contended that the applicant’s video work was clearly a provocative and indecent portrayal of an object of religious veneration, that its distribution would have been sufficiently public and widespread to cause offence and that it amounted to an attack on the religious beliefs of Christians which was insulting and offensive.",premise,"['company tend ', ' to cause offence', 'it amount attack']",1,0.028331546,0.9716684,Premise
"In those circumstances, in refusing to grant a classification certificate for the applicant’s video work, the national authorities only acted within their margin of appreciation.",conclusion,"[' to grant certificate', 'authority act margin']",1,0.028371466,0.9716285,Premise
"The Court observes that the refusal to grant Visions of Ecstasy a distribution certificate was intended to protect ""the rights of others"", and more specifically to provide protection against seriously offensive attacks on matters regarded as sacred by Christians (see paragraph 48 above).",premise,"['court observe ', ' to grant certificate', 'refusal be intend ', ' to protect right', ' to provide protection', ' regard christians', ' see paragraph']",1,0.0283135,0.9716864,Premise
The laws to which the applicant made reference (see paragraph 54 above) and which pursue related but distinct aims are thus not relevant in this context.,premise,"['applicant make reference', 'law see paragraph', 'which pursue aim']",1,0.028333958,0.9716661,Premise
"As the observations filed by the intervenors (see paragraph 5 above) show, blasphemy legislation is still in force in various European countries.",premise,"[' file intervenor', 'observation see paragraph']",1,0.028375372,0.9716247,Premise
It is true that the application of these laws has become increasingly rare and that several States have recently repealed them altogether.,premise,"['application have become ', 'states have repeal they']",1,0.028335415,0.9716646,Premise
In the United Kingdom only two prosecutions concerning blasphemy have been brought in the last seventy years (see paragraph 27 above).,premise,"[' cerne blasphemy', 'prosecution have be bring year', ' see paragraph']",1,0.028322509,0.9716774,Premise
"Strong arguments have been advanced in favour of the abolition of blasphemy laws, for example, that such laws may discriminate against different faiths or denominations - as put forward by the applicant - or that legal mechanisms are inadequate to deal with matters of faith or individual belief - as recognised by the Minister of State at the Home Department in his letter of 4 July 1989 (see paragraph 29 above).",premise,"['argument have be advance example', 'law may discriminate faith', ' put applicant', ' to deal matter', ' recognise minister', ' see paragraph']",1,0.028316895,0.9716831,Premise
"However, the fact remains that there is as yet not sufficient common ground in the legal and social orders of the member States of the Council of Europe to conclude that a system whereby a State can impose restrictions on the propagation of material on the basis that it is blasphemous is, in itself, unnecessary in a democratic society and thus incompatible with the Convention",conclusion,"['fact remain ', 'there be ground', 'state can impose restriction', 'state can impose basis']",1,0.02833045,0.97166955,Premise
"(see, mutatis mutandis, the Otto-Preminger-Institut judgment cited above at paragraph 46, p. 19, para. 49).",premise,[' cite paragraph'],1,0.02836272,0.97163725,Premise
"However, the fact remains that there is as yet not sufficient common ground in the legal and social orders of the member States of the Council of Europe to conclude that a system whereby a State can impose restrictions on the propagation of material on the basis that it is blasphemous is, in itself, unnecessary in a democratic society and thus incompatible with the Convention",conclusion,"['fact remain ', 'there be ground', 'state can impose restriction', 'state can impose basis']",1,0.02833045,0.97166955,Premise
"Moreover, as in the field of morals, and perhaps to an even greater degree, there is no uniform European conception of the requirements of ""the protection of the rights of others"" in relation to attacks on their religious convictions.",premise,['there be ception'],1,0.028325701,0.9716743,Premise
"What is likely to cause substantial offence to persons of a particular religious persuasion will vary significantly from time to time and from place to place, especially in an era characterised by an ever growing array of faiths and denominations.",premise,"[' to cause offence', ' to cause person', 'be will vary time', 'be will vary era', ' characterise array']",1,0.028327735,0.9716723,Premise
"By reason of their direct and continuous contact with the vital forces of their countries, State authorities are in principle in a better position than the international judge to give an opinion on the exact content of these requirements with regard to the rights of others as well as on the ""necessity"" of a ""restriction"" intended to protect from such material those whose deepest feelings and convictions would be seriously offended (see, mutatis mutandis, the Müller and Others v. Switzerland judgment of 24 May 1988, Series A no. 133, p. 22, para. 35).",premise,"[' to give opinion', ' to protect those', ' to protect material', 'feeling would be offend ', ' see judgment']",1,0.028313195,0.9716868,Premise
This does not of course exclude final European supervision.,premise,"['this do exclude supervision', 'number do exclude supervision']",1,0.028358778,0.9716412,Premise
Such supervision is all the more necessary given the breadth and open-endedness of the notion of blasphemy and the risks of arbitrary or excessive interferences with freedom of expression under the guise of action taken against allegedly blasphemous material,premise,"[' give breadth', ' take material']",1,0.028331395,0.97166854,Premise
In this regard the scope of the offence of blasphemy and the safeguards inherent in the legislation are especially important.,conclusion,[],1,0.19529927,0.8047008,Premise
"Moreover the fact that the present case involves prior restraint calls for special scrutiny by the Court (see, mutatis mutandis, the Observer and Guardian v. the United Kingdom judgment of 26 November 1991, Series A no. 216, p. 30, para. 60).",premise,"['case involve restraint', 'fact call scrutiny', ' see observer']",1,0.028333114,0.9716669,Premise
The Court’s task in this case is to determine whether the reasons relied on by the national authorities to justify the measures interfering with the applicant’s freedom of expression are relevant and sufficient for the purposes of Article 10 para. 2 of the Convention (art. 10-2).,premise,"[' rely authority', ' to justify measure', ' interfere freedom']",1,0.028335387,0.9716646,Premise
"As regards the content of the law itself, the Court observes that the English law of blasphemy does not prohibit the expression, in any form, of views hostile to the Christian religion.",premise,"[' regard tent', 'court observe ', 'law do prohibit expression']",1,0.028356059,0.9716439,Premise
Nor can it be said that opinions which are offensive to Christians necessarily fall within its ambit.,premise,"['it can be say ', 'opinion fall ambit']",1,0.02827037,0.9717297,Premise
"As the English courts have indicated (see paragraph 27 above), it is the manner in which views are advocated rather than the views themselves which the law seeks to control.",premise,"['rt have indicate ', ' see paragraph', 'view be advocate ', 'law seek ']",1,0.028342767,0.9716572,Premise
"The extent of insult to religious feelings must be significant, as is clear from the use by the courts of the adjectives ""contemptuous"", ""reviling"", ""scurrilous"", ""ludicrous"" to depict material of a sufficient degree of offensiveness.",premise,[' to depict material'],1,0.02837852,0.9716215,Premise
"The high degree of profanation that must be attained constitutes, in itself, a safeguard against arbitrariness.",premise,"['that must be attain ', 'degree stitute safeguard', 'degree stitute itself', 'company stitute safeguard', 'company stitute itself']",1,0.028344361,0.9716556,Premise
It is against this background that the asserted justification under Article 10 para. 2 (art. 10-2) in the decisions of the national authorities must be considered.,conclusion,['10 must be sidere '],0,0.9901714,0.009828687,Conclusion
